query,rnk,exempt_flag,row_ingested
mobile vivo y20,5946,1,1759250535309
mobile vivo y21 phone,5946,1,1759250535309
mobly phone realme,5946,1,1759250535309
mom phone,5946,1,1759250535309
mother mobile,5946,1,1759250535309
moto 5g mobile,5946,1,1759250535309
moto mobile,5946,1,1759250535309
moto mobile 5g,5946,1,1759250535309
moto phone,5946,1,1759250535309
motog phone,5946,1,1759250535309
motorola 5 g mobile,5946,1,1759250535309
motorola 5 g phone,5946,1,1759250535309
motorola 50 mobile,5946,1,1759250535309
motorola 5g phone,5946,1,1759250535309
motorola e 13 mobile,5946,1,1759250535309
motorola edge 50 mobile,5946,1,1759250535309
motorola edge 50 phone,5946,1,1759250535309
motorola g 34 phone,5946,1,1759250535309
motorola g 52 mobile,5946,1,1759250535309
motorola g 54 5 g mobile,5946,1,1759250535309
motorola g 54 mobile,5946,1,1759250535309
motorola g 62 5 g mobile,5946,1,1759250535309
motorola g 64 5 g mobile,5946,1,1759250535309
motorola g 64 5 g phone,5946,1,1759250535309
motorola g 64 mobile,5946,1,1759250535309
motorola g 64 phone,5946,1,1759250535309
motorola g 85 5 g mobile,5946,1,1759250535309
motorola g 85 5 g phone,5946,1,1759250535309
motorola g 85 mobile,5946,1,1759250535309
motorola g 85 phone,5946,1,1759250535309
motorola g mobile,5946,1,1759250535309
motorola ka phone,5946,1,1759250535309
motorola mobile new,5946,1,1759250535309
motorola mobile phone 5 g,5946,1,1759250535309
motorola new phone,5946,1,1759250535309
motorola phone 5 g,5946,1,1759250535309
motorola phone 5g,5946,1,1759250535309
motorola phone price,5946,1,1759250535309
motorola smart phone,5946,1,1759250535309
narzo 50 i mobile,5946,1,1759250535309
narzo mobile phone,5946,1,1759250535309
narzo phone,5946,1,1759250535309
new phone redmi,5946,1,1759250535309
new vivo mobile,5946,1,1759250535309
nokia 5 g mobile,5946,1,1759250535309
nokia ka phone,5946,1,1759250535309
nokia mobile phone,5946,1,1759250535309
nokia phone 4 g,5946,1,1759250535309
nokia small phone,5946,1,1759250535309
oneplus 11 r mobile,5946,1,1759250535309
oneplus mobile 5g mobile,5946,1,1759250535309
oneplus mobile mobile,5946,1,1759250535309
oneplus mobile phone 5g,5946,1,1759250535309
oneplus nord mobile,5946,1,1759250535309
oneplus smartphone,5946,1,1759250535309
oppo 12 phone,5946,1,1759250535309
oppo 17 k mobile,5946,1,1759250535309
oppo 17 mobile,5946,1,1759250535309
oppo 17 phone,5946,1,1759250535309
oppo 21 pro mobile,5946,1,1759250535309
oppo 27 mobile,5946,1,1759250535309
oppo 27 phone,5946,1,1759250535309
oppo 27 pro mobile,5946,1,1759250535309
oppo 27 pro phone,5946,1,1759250535309
oppo 53 mobile,5946,1,1759250535309
oppo 57 mobile,5946,1,1759250535309
oppo 59 mobile,5946,1,1759250535309
oppo a 17 mobile phone,5946,1,1759250535309
oppo a 18 phone,5946,1,1759250535309
oppo a 27 mobile,5946,1,1759250535309
oppo a 3 pro phone,5946,1,1759250535309
oppo a 53 mobile,5946,1,1759250535309
oppo a 53 phone,5946,1,1759250535309
oppo a 59 5 g phone,5946,1,1759250535309
oppo a 59 phone,5946,1,1759250535309
oppo a 7 mobile,5946,1,1759250535309
oppo a 77 s mobile,5946,1,1759250535309
oppo a 78 5 g mobile phone,5946,1,1759250535309
oppo a 78 phone,5946,1,1759250535309
oppo a 79 phone,5946,1,1759250535309
oppo a 96 mobile,5946,1,1759250535309
oppo a iphone,5946,1,1759250535309
oppo a1 mobile,5946,1,1759250535309
oppo a15 phone ka,5946,1,1759250535309
oppo a16 k mobile,5946,1,1759250535309
oppo a17 mobile,5946,1,1759250535309
oppo a17 phone,5946,1,1759250535309
oppo a31 phone,5946,1,1759250535309
oppo a55 phone,5946,1,1759250535309
oppo a57 mobile price,5946,1,1759250535309
oppo a59 phone,5946,1,1759250535309
oppo a5s phone,5946,1,1759250535309
oppo a7 phone,5946,1,1759250535309
oppo company phone,5946,1,1759250535309
oppo f 19 mobile,5946,1,1759250535309
oppo f 19 mobile phone,5946,1,1759250535309
oppo f 21 s pro mobile,5946,1,1759250535309
oppo f 25 mobile,5946,1,1759250535309
oppo f 27 mobile,5946,1,1759250535309
oppo f 27 phone,5946,1,1759250535309
oppo f 27 pro plu mobile,5946,1,1759250535309
oppo f 9 pro mobile,5946,1,1759250535309
oppo f15 mobile,5946,1,1759250535309
oppo f17pro phone,5946,1,1759250535309
oppo f19 phone,5946,1,1759250535309
oppo f27 mobile,5946,1,1759250535309
oppo f27 pro mobile,5946,1,1759250535309
oppo f7 mobile,5946,1,1759250535309
oppo k 10 5 g mobile phone,5946,1,1759250535309
oppo k 10 mobile,5946,1,1759250535309
oppo ka new phone,5946,1,1759250535309
oppo ke mobile 5g,5946,1,1759250535309
oppo mobile a 17,5946,1,1759250535309
oppo mobile a16,5946,1,1759250535309
oppo mobile phone,5946,1,1759250535309
oppo new model phone,5946,1,1759250535309
oppo new phone,5946,1,1759250535309
oppo phone,5946,1,1759250535309
oppo phone 10000,5946,1,1759250535309
oppo reno 10 pro phone,5946,1,1759250535309
oppo reno 11 pro phone,5946,1,1759250535309
oppo reno 12 phone,5946,1,1759250535309
oppo reno 12 pro mobile,5946,1,1759250535309
oppo reno 12 series mobile,5946,1,1759250535309
oppo reno 2f phone,5946,1,1759250535309
oppo reno 5 g mobile,5946,1,1759250535309
baby diaper,345,1,1759250535309
bumtum,8180,1,1759250535309
bumtum diaper,12344,1,1759250535309
bummy pants,21230,1,1759250535309
bumtum baby diaper,31177,1,1759250535309
bummy pants diaper,37067,1,1759250535309
urban yog,51973,1,1759250535309
urbangabru,52373,1,1759250535309
dr vaidya,100031,1,1759250535309
urbanyog,109147,1,1759250535309
dabur,114738,1,1759250535309
softsens baby lotion,161164,1,1759250535309
sirona,170386,1,1759250535309
the men company,177294,1,1759250535309
bombay shaving company perfume,197071,1,1759250535309
bombay shaving company trimmer,224734,1,1759250535309
softsens,265583,1,1759250535309
men company,267623,1,1759250535309
oppo reno 6 mobile,5946,1,1759250535309
oppo reno 6 pro mobile,5946,1,1759250535309
oppo reno 8 5 g phone,5946,1,1759250535309
oppo reno 8 mobile,5946,1,1759250535309
oppo reno 8 t mobile,5946,1,1759250535309
oppo reno phone,5946,1,1759250535309
oppo reno to z phone,5946,1,1759250535309
oppo smart phone phone 4 g,5946,1,1759250535309
oppo smart phone phone 5 g,5946,1,1759250535309
oppo smart phone phone price,5946,1,1759250535309
oppo smart phone price,5946,1,1759250535309
oppo smart phone rate,5946,1,1759250535309
oppo smart phone set,5946,1,1759250535309
oppo5g mobile,5946,1,1759250535309
phone apple,5946,1,1759250535309
phone itel,5946,1,1759250535309
phone ke kabar,5946,1,1759250535309
phone motorola,5946,1,1759250535309
phone narzo,5946,1,1759250535309
phone nokia,5946,1,1759250535309
phone oppo mobile,5946,1,1759250535309
phone oppo phone,5946,1,1759250535309
phone poco x 3 pro,5946,1,1759250535309
phone real,5946,1,1759250535309
phone realme c11,5946,1,1759250535309
phone redmi 10,5946,1,1759250535309
phone redmi 12c,5946,1,1759250535309
phone redmi 8,5946,1,1759250535309
phone redmi 9 pro,5946,1,1759250535309
phone redmi 9a,5946,1,1759250535309
phone redmi phone,5946,1,1759250535309
phone tecno,5946,1,1759250535309
phone vivo mobile,5946,1,1759250535309
phone vivo phone,5946,1,1759250535309
phonevivo,5946,1,1759250535309
poco 3 mobile,5946,1,1759250535309
poco 31 mobile,5946,1,1759250535309
poco 4 g mobile,5946,1,1759250535309
poco 4 pro 5 g mobile,5946,1,1759250535309
poco 51 mobile,5946,1,1759250535309
poco 55 mobile,5946,1,1759250535309
poco 5g phone,5946,1,1759250535309
poco 6 mobile,5946,1,1759250535309
poco 65 mobile,5946,1,1759250535309
poco c 3 phone,5946,1,1759250535309
poco c 31 mobile,5946,1,1759250535309
poco c 31 mobile phone,5946,1,1759250535309
poco c 31 phone mobile,5946,1,1759250535309
poco c 50 mobile phone,5946,1,1759250535309
poco c 50 phone,5946,1,1759250535309
poco c 51 mobile phone,5946,1,1759250535309
poco c 55 mobile phone,5946,1,1759250535309
poco c 65 phone,5946,1,1759250535309
poco c51 mobile,5946,1,1759250535309
poco c65 mobile phone,5946,1,1759250535309
poco c65 phone,5946,1,1759250535309
poco ka mobile,5946,1,1759250535309
poco ka phone,5946,1,1759250535309
poco m 2 mobile,5946,1,1759250535309
poco m 2 phone,5946,1,1759250535309
poco m 3 mobile,5946,1,1759250535309
poco m 3 mobile phone,5946,1,1759250535309
poco m 3 phone,5946,1,1759250535309
poco m 3 pro 5 g phone,5946,1,1759250535309
poco m 4 mobile,5946,1,1759250535309
poco m 6 mobile,5946,1,1759250535309
poco m 6 phone,5946,1,1759250535309
poco m 6 pro mobile,5946,1,1759250535309
poco m 6 pro phone,5946,1,1759250535309
poco m3 mobile,5946,1,1759250535309
poco mobile,5946,1,1759250535309
poco mobile 4 g,5946,1,1759250535309
poco mobile phone 4 g,5946,1,1759250535309
poco mobile price,5946,1,1759250535309
poco new mobile,5946,1,1759250535309
poco new phone,5946,1,1759250535309
poco pro 5 g phone,5946,1,1759250535309
poco smart phone,5946,1,1759250535309
poco x 2 mobile,5946,1,1759250535309
poco x 3 mobile,5946,1,1759250535309
poco x 3 mobile phone,5946,1,1759250535309
poco x 3 pro mobile,5946,1,1759250535309
poco x3 mobile,5946,1,1759250535309
poco x3 phone,5946,1,1759250535309
poco x4 pro 5g phone,5946,1,1759250535309
poco x6 5g mobile,5946,1,1759250535309
pocomobile,5946,1,1759250535309
raelme c35 mobile,5946,1,1759250535309
ralmi mobile,5946,1,1759250535309
realme 10 phone,5946,1,1759250535309
realme 10 pro 5 g phone,5946,1,1759250535309
realme 10 pro phone,5946,1,1759250535309
realme 11 5g mobile,5946,1,1759250535309
realme 12 5g mobile,5946,1,1759250535309
realme 12 pro 5g mobile,5946,1,1759250535309
realme 12x 5g mobile,5946,1,1759250535309
realme 12x 5g mobile back,5946,1,1759250535309
realme 13 5 g mobile,5946,1,1759250535309
realme 13 phone,5946,1,1759250535309
realme 13 pro phone,5946,1,1759250535309
realme 2 mobile,5946,1,1759250535309
realme 2 phone,5946,1,1759250535309
realme 3 phone,5946,1,1759250535309
realme 4 g mobile,5946,1,1759250535309
realme 4g phone,5946,1,1759250535309
realme 5 g phone,5946,1,1759250535309
realme 5 gb mobile,5946,1,1759250535309
realme 5 phone,5946,1,1759250535309
realme 5 s mobile,5946,1,1759250535309
realme 53 mobile,5946,1,1759250535309
realme 53 phone,5946,1,1759250535309
realme 55 mobile,5946,1,1759250535309
realme 55 phone,5946,1,1759250535309
realme 5g mobile phone,5946,1,1759250535309
realme 5g phone,5946,1,1759250535309
realme 6 phone,5946,1,1759250535309
realme 6 pro mobile,5946,1,1759250535309
realme 7 phone,5946,1,1759250535309
realme 7 pro mobile,5946,1,1759250535309
realme 8 5g mobile,5946,1,1759250535309
realme 8 phone,5946,1,1759250535309
realme 8 pro phone,5946,1,1759250535309
realme 8i ka cuver phone,5946,1,1759250535309
realme 9 5g phone,5946,1,1759250535309
realme 9 phone,5946,1,1759250535309
realme 9 pro phone,5946,1,1759250535309
realme c 1 5 g phone,5946,1,1759250535309
realme c 1 mobile,5946,1,1759250535309
realme c 1 phone,5946,1,1759250535309
realme c 1 pro 5 g mobile,5946,1,1759250535309
realme c 1 pro mobile,5946,1,1759250535309
realme c 12 mobile,5946,1,1759250535309
realme c 13 mobile,5946,1,1759250535309
realme c 2 mobile phone,5946,1,1759250535309
realme c 2 phone,5946,1,1759250535309
realme c 20 phone,5946,1,1759250535309
realme c 21 phone,5946,1,1759250535309
realme c 25 y mobile,5946,1,1759250535309
realme c 3 mobile,5946,1,1759250535309
realme c 3 phone,5946,1,1759250535309
realme c 30 mobile,5946,1,1759250535309
realme c 30 mobile phone,5946,1,1759250535309
realme c 30 phone,5946,1,1759250535309
realme c 5 mobile,5946,1,1759250535309
realme c 5 phone,5946,1,1759250535309
realme c 53 iphone,5946,1,1759250535309
realme c 53 mobile phone,5946,1,1759250535309
realme c 53 mobile price,5946,1,1759250535309
realme c 55 mobile phone,5946,1,1759250535309
realme c 55 phone,5946,1,1759250535309
realme c 61 mobile,5946,1,1759250535309
realme c 61 phone,5946,1,1759250535309
realme c 63 phone,5946,1,1759250535309
realme c 65 phone,5946,1,1759250535309
realme c 67 5 g mobile,5946,1,1759250535309
realme c 67 mobile,5946,1,1759250535309
realme c 67 phone,5946,1,1759250535309
realme c11 mobile phone,5946,1,1759250535309
realme c2 phone,5946,1,1759250535309
realme c31 mobile,5946,1,1759250535309
realme c33 phone,5946,1,1759250535309
realme c51 mobile,5946,1,1759250535309
realme c51 phone,5946,1,1759250535309
realme c53 into iphone,5946,1,1759250535309
realme c530 mobile,5946,1,1759250535309
realme c55 mobile,5946,1,1759250535309
realme c55 mobile price,5946,1,1759250535309
realme c65 5g phone,5946,1,1759250535309
realme company ka mobile,5946,1,1759250535309
realme ka mobile 5 g,5946,1,1759250535309
realme mobile 4g,5946,1,1759250535309
realme mobile 5,5946,1,1759250535309
realme mobile 5g,5946,1,1759250535309
realme mobile 5gb,5946,1,1759250535309
realme mobile 9 pro,5946,1,1759250535309
realme mobile c 55,5946,1,1759250535309
realme mobile phone,5946,1,1759250535309
realme narzo 30 5 g mobile,5946,1,1759250535309
realme narzo 30 phone,5946,1,1759250535309
realme narzo 30a mobile,5946,1,1759250535309
realme narzo 60 5 g phone,5946,1,1759250535309
realme narzo 60 5g mobile,5946,1,1759250535309
realme narzo 70 pro mobile,5946,1,1759250535309
realme narzo mobile,5946,1,1759250535309
realme narzo mobile phone,5946,1,1759250535309
realme narzo n 53 mobile,5946,1,1759250535309
realme narzo n53 mobile,5946,1,1759250535309
realme narzo phone,5946,1,1759250535309
realme new model phone,5946,1,1759250535309
realme new phone,5946,1,1759250535309
realme p1 5g mobile,5946,1,1759250535309
realme p1 mobile,5946,1,1759250535309
realme phone,5946,1,1759250535309
realme phone 5 g,5946,1,1759250535309
realme phone 5g,5946,1,1759250535309
realme phone price,5946,1,1759250535309
realme pro mobile,5946,1,1759250535309
realme smart phone 4 g,5946,1,1759250535309
realme smart phone 5 g,5946,1,1759250535309
realme smart phone c 35 phone,5946,1,1759250535309
realme smart phone c 53,5946,1,1759250535309
realme smart phone c 55,5946,1,1759250535309
realme smart phone phone 4 g,5946,1,1759250535309
realme smart phone phone 5 g,5946,1,1759250535309
realme smartphone,5946,1,1759250535309
realme x mobile,5946,1,1759250535309
realme xt mobile,5946,1,1759250535309
redmi 10 a mobile phone,5946,1,1759250535309
redmi 10 a phone,5946,1,1759250535309
redmi 10 mobile phone,5946,1,1759250535309
redmi 10 prime phone,5946,1,1759250535309
redmi 10 pro mobile,5946,1,1759250535309
redmi 11 prime 5 g phone,5946,1,1759250535309
redmi 11 prime mobile,5946,1,1759250535309
redmi 12 5 g mobile phone,5946,1,1759250535309
redmi 12 5g phone back,5946,1,1759250535309
redmi 12 mobile phone,5946,1,1759250535309
redmi 12 pro phone,5946,1,1759250535309
redmi 12c mobile,5946,1,1759250535309
redmi 13 5 g mobile phone,5946,1,1759250535309
redmi 13 5g phone,5946,1,1759250535309
redmi 13 mobile,5946,1,1759250535309
redmi 13 mobile 5g,5946,1,1759250535309
redmi 13 phone,5946,1,1759250535309
redmi 13 pro 5 g mobile,5946,1,1759250535309
redmi 13 pro max mobile,5946,1,1759250535309
redmi 13 pro max phone,5946,1,1759250535309
redmi 13 pro mobile,5946,1,1759250535309
redmi 13 pro phone,5946,1,1759250535309
redmi 13c 5g phone,5946,1,1759250535309
redmi 13c mobile phone,5946,1,1759250535309
redmi 3 mobile,5946,1,1759250535309
redmi 3 phone,5946,1,1759250535309
redmi 4g phone,5946,1,1759250535309
redmi 5 a mobile,5946,1,1759250535309
redmi 5 g mobile,5946,1,1759250535309
redmi 5 g mobile phone,5946,1,1759250535309
redmi 5 g phone,5946,1,1759250535309
redmi 5 mobile,5946,1,1759250535309
redmi 5 phone,5946,1,1759250535309
redmi 6 a mobile,5946,1,1759250535309
redmi 6 mobile,5946,1,1759250535309
redmi 6 phone,5946,1,1759250535309
redmi 7 phone,5946,1,1759250535309
redmi 7a mobile,5946,1,1759250535309
redmi 7a phone,5946,1,1759250535309
redmi 8 a mobile,5946,1,1759250535309
redmi 8 phone,5946,1,1759250535309
redmi 8 pro mobile,5946,1,1759250535309
redmi 8a phone,5946,1,1759250535309
redmi 9 mobile phone,5946,1,1759250535309
redmi 9 prime phone,5946,1,1759250535309
redmi 9 pro max phone,5946,1,1759250535309
redmi 9 pro phone,5946,1,1759250535309
redmi 9a mobile phone,5946,1,1759250535309
redmi a 1 phone,5946,1,1759250535309
redmi a1 mobile,5946,1,1759250535309
redmi a2 phone,5946,1,1759250535309
redmi a3 mobile,5946,1,1759250535309
redmi c 13 mobile,5946,1,1759250535309
redmi c 53 mobile,5946,1,1759250535309
redmi c13 phone,5946,1,1759250535309
redmi k 20 pro mobile,5946,1,1759250535309
redmi ke mobile,5946,1,1759250535309
redmi ke phone,5946,1,1759250535309
redmi mobile,5946,1,1759250535309
redmi mobile 5,5946,1,1759250535309
redmi mobile 5 g,5946,1,1759250535309
redmi mobile dikhaiye,5946,1,1759250535309
redmi mobile phone 4 g,5946,1,1759250535309
redmi mobile phone 5 g,5946,1,1759250535309
redmi mobile phone price,5946,1,1759250535309
redmi mobile rate,5946,1,1759250535309
redmi mobile redmi mobile,5946,1,1759250535309
redmi mobile set,5946,1,1759250535309
redmi new phone,5946,1,1759250535309
redmi note 12 pro phone,5946,1,1759250535309
redmi note 6 pro mobile,5946,1,1759250535309
redmi note 9 phone,5946,1,1759250535309
redmi note11 pro phone,5946,1,1759250535309
redmi phone 10000,5946,1,1759250535309
redmi phone 12,5946,1,1759250535309
redmi phone 13,5946,1,1759250535309
redmi phone 4g,5946,1,1759250535309
redmi phone 5 g,5946,1,1759250535309
redmi phone 5000,5946,1,1759250535309
redmi phone 5g,5946,1,1759250535309
redmi phone 7000,5946,1,1759250535309
redmi phone dikhaiye,5946,1,1759250535309
redmi phone kitne ka,5946,1,1759250535309
redmi phone mobile,5946,1,1759250535309
redmi phone new,5946,1,1759250535309
redmi phone price,5946,1,1759250535309
redmi phone rate,5946,1,1759250535309
redmi smart phone 10 prime,5946,1,1759250535309
redmi smart phone 10 pro,5946,1,1759250535309
redmi smart phone 12,5946,1,1759250535309
redmi smart phone phone,5946,1,1759250535309
redmi12c mobile,5946,1,1759250535309
redmi13c mobile,5946,1,1759250535309
s 22 ultra mobile,5946,1,1759250535309
s 23 ultra mobile,5946,1,1759250535309
samsung 23 mobile,5946,1,1759250535309
samsung 5g mobile phone,5946,1,1759250535309
samsung a 23 mobile,5946,1,1759250535309
samsung a 30 mobile,5946,1,1759250535309
samsung a 31 mobile,5946,1,1759250535309
samsung a 31 phone,5946,1,1759250535309
samsung a 35 mobile,5946,1,1759250535309
samsung duo mobile,5946,1,1759250535309
samsung f 15 mobile,5946,1,1759250535309
samsung galaxy a 15 5 g mobile,5946,1,1759250535309
samsung galaxy a 20 mobile,5946,1,1759250535309
samsung galaxy a 23 mobile,5946,1,1759250535309
samsung galaxy f 23 5 g mobile,5946,1,1759250535309
samsung galaxy j 2 pro phone,5946,1,1759250535309
samsung galaxy j 7 max mobile,5946,1,1759250535309
samsung galaxy m 01 core mobile,5946,1,1759250535309
samsung galaxy m 21 phone,5946,1,1759250535309
samsung galaxy m 31 mobile flip,5946,1,1759250535309
samsung galaxy s 23 mobile,5946,1,1759250535309
samsung galaxy s 23 ultra mobile,5946,1,1759250535309
samsung j 7 mobile,5946,1,1759250535309
samsung j2 mobile,5946,1,1759250535309
samsung j6 mobile fli kab,5946,1,1759250535309
samsung m 21 mobile back,5946,1,1759250535309
samsung m 30 s mobile,5946,1,1759250535309
samsung m14 mobile,5946,1,1759250535309
samsung mobile 10000,5946,1,1759250535309
samsung mobile 5g,5946,1,1759250535309
